"count_id","line","species_id","site_code","liana","count"
95743,8,3630,"RIONEGRO","",1.0
95744,9,3656,"RIONEGRO","",1.0
95745,8,3658,"RIONEGRO","",1.0
95746,1,3728,"RIONEGRO","",1.0
95747,3,3728,"RIONEGRO","",1.0
95748,5,3728,"RIONEGRO","",1.0
95749,7,3728,"RIONEGRO","",1.0
95750,10,3728,"RIONEGRO","",1.0
95751,1,3772,"RIONEGRO","",2.0
95752,2,3847,"RIONEGRO","",1.0
95753,7,3847,"RIONEGRO","",1.0
95754,8,3847,"RIONEGRO","",1.0
95755,3,4050,"RIONEGRO","",1.0
95756,1,4052,"RIONEGRO","",1.0
95757,7,4052,"RIONEGRO","",2.0
95758,7,4099,"RIONEGRO","",1.0
95759,2,4165,"RIONEGRO","",1.0
95760,3,4165,"RIONEGRO","",1.0
95761,10,4165,"RIONEGRO","",3.0
95762,1,4224,"RIONEGRO","",1.0
95763,2,4224,"RIONEGRO","",1.0
95764,2,4228,"RIONEGRO","",1.0
95765,2,4229,"RIONEGRO","",1.0
95766,4,4230,"RIONEGRO","",1.0
95767,5,4230,"RIONEGRO","",1.0
95768,8,4230,"RIONEGRO","",1.0
95769,9,4230,"RIONEGRO","",1.0
95770,5,4231,"RIONEGRO","",1.0
95771,6,4232,"RIONEGRO","",1.0
95772,8,4233,"RIONEGRO","",1.0
95773,8,4234,"RIONEGRO","",1.0
95774,9,4234,"RIONEGRO","",1.0
95775,4,4274,"RIONEGRO","",1.0
95776,1,4304,"RIONEGRO","",2.0
95777,2,4304,"RIONEGRO","",1.0
95778,4,4304,"RIONEGRO","",1.0
95779,5,4304,"RIONEGRO","",1.0
95780,6,4304,"RIONEGRO","",1.0
95781,7,4304,"RIONEGRO","",1.0
95782,8,4304,"RIONEGRO","",3.0
95783,10,4304,"RIONEGRO","",2.0
95784,10,4322,"RIONEGRO","",1.0
95785,10,4488,"RIONEGRO","",1.0
95786,1,4553,"RIONEGRO","",1.0
95787,5,4553,"RIONEGRO","",1.0
95788,10,4553,"RIONEGRO","",1.0
95789,7,4581,"RIONEGRO","",1.0
95790,1,4619,"RIONEGRO","",1.0
95791,2,4619,"RIONEGRO","",4.0
95792,3,4619,"RIONEGRO","",1.0
95793,4,4619,"RIONEGRO","",2.0
95794,6,4619,"RIONEGRO","",1.0
95795,2,4637,"RIONEGRO","",1.0
95796,6,4637,"RIONEGRO","",1.0
95797,7,4637,"RIONEGRO","",1.0
95798,9,4637,"RIONEGRO","",1.0
95799,4,4766,"RIONEGRO","",1.0
95800,8,4766,"RIONEGRO","",1.0
95801,10,4821,"RIONEGRO","",1.0
95802,1,4900,"RIONEGRO","",1.0
95803,2,4990,"RIONEGRO","",1.0
95804,7,4990,"RIONEGRO","",1.0
95805,7,5023,"RIONEGRO","",1.0
95806,2,5337,"RIONEGRO","",1.0
95807,3,5337,"RIONEGRO","",1.0
95808,4,5337,"RIONEGRO","",1.0
95809,5,5337,"RIONEGRO","",1.0
95810,2,5371,"RIONEGRO","",1.0
95811,3,5449,"RIONEGRO","",1.0
95812,6,5456,"RIONEGRO","",1.0
95813,7,5456,"RIONEGRO","",1.0
95814,1,5481,"RIONEGRO","",1.0
95815,8,5481,"RIONEGRO","",1.0
95816,2,5488,"RIONEGRO","",1.0
95817,7,5490,"RIONEGRO","",1.0
95818,9,5564,"RIONEGRO","",1.0
95819,4,5577,"RIONEGRO","",1.0
95820,3,5615,"RIONEGRO","",1.0
95821,10,5615,"RIONEGRO","",1.0
95822,10,5626,"RIONEGRO","",1.0
95823,5,5704,"RIONEGRO","",1.0
95824,5,5712,"RIONEGRO","",1.0
95825,7,5713,"RIONEGRO","",1.0
95826,4,5917,"RIONEGRO","",1.0
95827,4,5926,"RIONEGRO","",1.0
95828,5,5927,"RIONEGRO","",1.0
95829,2,5944,"RIONEGRO","",1.0
95830,4,6048,"RIONEGRO","",1.0
95831,5,6222,"RIONEGRO","",1.0
95832,4,6233,"RIONEGRO","",1.0
95833,4,6237,"RIONEGRO","",1.0
95834,9,6242,"RIONEGRO","",1.0
95835,4,6252,"RIONEGRO","",2.0
95836,6,6354,"RIONEGRO","",1.0
95837,2,6408,"RIONEGRO","",1.0
95838,6,6408,"RIONEGRO","",2.0
95839,9,6408,"RIONEGRO","",1.0
95840,9,6412,"RIONEGRO","",1.0
95841,8,6413,"RIONEGRO","",1.0
95842,8,6419,"RIONEGRO","",1.0
95843,10,6501,"RIONEGRO","",1.0
95844,3,6538,"RIONEGRO","",1.0
95845,1,6573,"RIONEGRO","",1.0
95846,5,6573,"RIONEGRO","",2.0
95847,10,6573,"RIONEGRO","",1.0
95848,6,6576,"RIONEGRO","",1.0
95849,6,6576,"RIONEGRO","",1.0
95850,7,6585,"RIONEGRO","",1.0
95851,9,6585,"RIONEGRO","",1.0
95852,9,6587,"RIONEGRO","",1.0
95853,10,6587,"RIONEGRO","",1.0
95854,5,6595,"RIONEGRO","",1.0
95855,4,6607,"RIONEGRO","",1.0
95856,1,6617,"RIONEGRO","",1.0
95857,2,6617,"RIONEGRO","",1.0
95858,10,6617,"RIONEGRO","",2.0
95859,2,6618,"RIONEGRO","",1.0
95860,3,6618,"RIONEGRO","",1.0
95861,4,6618,"RIONEGRO","",1.0
95862,9,6618,"RIONEGRO","",1.0
95863,6,6621,"RIONEGRO","",1.0
95864,9,6642,"RIONEGRO","",1.0
95865,7,6644,"RIONEGRO","",1.0
95866,9,6644,"RIONEGRO","",1.0
95867,1,6646,"RIONEGRO","",1.0
95868,4,6752,"RIONEGRO","",1.0
95869,10,6753,"RIONEGRO","",1.0
95870,7,6800,"RIONEGRO","",1.0
95871,1,6823,"RIONEGRO","",1.0
95872,5,6823,"RIONEGRO","",1.0
95873,10,6823,"RIONEGRO","",1.0
95874,1,6835,"RIONEGRO","",1.0
95875,4,6835,"RIONEGRO","",1.0
95876,6,6835,"RIONEGRO","",1.0
95877,8,6835,"RIONEGRO","",1.0
95878,7,6843,"RIONEGRO","",1.0
95879,1,7049,"RIONEGRO","",1.0
95880,3,7113,"RIONEGRO","",1.0
95881,5,7113,"RIONEGRO","",1.0
95882,5,7124,"RIONEGRO","",1.0
95883,9,7124,"RIONEGRO","",1.0
95884,10,7144,"RIONEGRO","",1.0
95885,4,7262,"RIONEGRO","",1.0
95886,9,7262,"RIONEGRO","",1.0
95887,8,7263,"RIONEGRO","",1.0
95888,6,7322,"RIONEGRO","",1.0
95889,10,7654,"RIONEGRO","",1.0
95890,7,7820,"RIONEGRO","",1.0
95891,9,7866,"RIONEGRO","",1.0
95892,5,7985,"RIONEGRO","",1.0
95893,8,7985,"RIONEGRO","",1.0
95894,10,7985,"RIONEGRO","",1.0
95895,2,8102,"RIONEGRO","",1.0
95896,5,8102,"RIONEGRO","",1.0
95897,3,8122,"RIONEGRO","",1.0
95898,5,8137,"RIONEGRO","",1.0
95899,6,8138,"RIONEGRO","",1.0
95900,9,8385,"RIONEGRO","",1.0
95901,6,8386,"RIONEGRO","",1.0
95902,9,8503,"RIONEGRO","",1.0
95903,3,8607,"RIONEGRO","",2.0
95904,7,8607,"RIONEGRO","",1.0
95905,4,8719,"RIONEGRO","",1.0
95906,9,8721,"RIONEGRO","",1.0
95907,2,8856,"RIONEGRO","",1.0
95908,4,8861,"RIONEGRO","",1.0
95909,9,8878,"RIONEGRO","",1.0
95910,1,8984,"RIONEGRO","",1.0
95911,1,8984,"RIONEGRO","",1.0
95912,3,8984,"RIONEGRO","",1.0
95913,4,8985,"RIONEGRO","",1.0
95914,5,8985,"RIONEGRO","",1.0
95915,8,8986,"RIONEGRO","",1.0
95916,9,8987,"RIONEGRO","",1.0
95917,5,9070,"RIONEGRO","",1.0
95918,7,9106,"RIONEGRO","",1.0
95919,2,9282,"RIONEGRO","",1.0
95920,8,9282,"RIONEGRO","",1.0
95921,1,9285,"RIONEGRO","",6.0
95922,2,9285,"RIONEGRO","",1.0
95923,3,9285,"RIONEGRO","",1.0
95924,4,9285,"RIONEGRO","",1.0
95925,5,9285,"RIONEGRO","",2.0
95926,6,9285,"RIONEGRO","",1.0
95927,7,9285,"RIONEGRO","",1.0
95928,8,9285,"RIONEGRO","",4.0
95929,9,9285,"RIONEGRO","",4.0
95930,10,9285,"RIONEGRO","",6.0
95931,10,9431,"RIONEGRO","",1.0
95932,2,9586,"RIONEGRO","",2.0
95933,2,9741,"RIONEGRO","",1.0
95934,3,9754,"RIONEGRO","",1.0
95935,4,9754,"RIONEGRO","",1.0
95936,3,130,"SALTA","",1.0
95937,2,132,"SALTA","",1.0
95938,7,1241,"SALTA","",1.0
95939,8,1241,"SALTA","",1.0
95940,3,1246,"SALTA","",2.0
95941,6,1246,"SALTA","",1.0
95942,7,1246,"SALTA","",4.0
95943,8,1246,"SALTA","",3.0
95944,9,1246,"SALTA","",1.0
95945,10,1246,"SALTA","",1.0
95946,1,1491,"SALTA","L",1.0
95947,2,1589,"SALTA","",1.0
95948,5,1589,"SALTA","",1.0
95949,6,1589,"SALTA","",1.0
95950,5,1635,"SALTA","",1.0
95951,7,1635,"SALTA","",1.0
95952,8,1635,"SALTA","",1.0
95953,9,1635,"SALTA","",1.0
95954,1,2083,"SALTA","",1.0
95955,5,2083,"SALTA","",1.0
95956,8,2083,"SALTA","",1.0
95957,1,3797,"SALTA","",1.0
95958,2,3797,"SALTA","",1.0
95959,1,3857,"SALTA","",2.0
95960,2,3857,"SALTA","",8.0
95961,3,3857,"SALTA","",8.0
95962,4,3857,"SALTA","",2.0
95963,5,3857,"SALTA","",3.0
95964,6,3857,"SALTA","",6.0
95965,7,3857,"SALTA","",3.0
95966,9,3857,"SALTA","",4.0
95967,10,3857,"SALTA","",9.0
95968,1,3860,"SALTA","",1.0
95969,2,3860,"SALTA","",1.0
95970,6,3860,"SALTA","",1.0
95971,8,3860,"SALTA","",1.0
95972,10,3860,"SALTA","",1.0
95973,3,3862,"SALTA","",6.0
95974,4,3862,"SALTA","",6.0
95975,5,3862,"SALTA","",2.0
95976,7,3862,"SALTA","",1.0
95977,8,3862,"SALTA","",2.0
95978,9,3862,"SALTA","",3.0
95979,10,3862,"SALTA","",1.0
95980,1,3901,"SALTA","",6.0
95981,2,3901,"SALTA","",2.0
95982,3,3901,"SALTA","",6.0
95983,4,3901,"SALTA","",7.0
95984,5,3901,"SALTA","",7.0
95985,6,3901,"SALTA","",2.0
95986,7,3901,"SALTA","",8.0
95987,8,3901,"SALTA","",3.0
95988,9,3901,"SALTA","",4.0
95989,10,3901,"SALTA","",8.0
95990,3,3973,"SALTA","",1.0
95991,1,4447,"SALTA","",1.0
95992,1,4635,"SALTA","",2.0
95993,10,5697,"SALTA","L",1.0
95994,4,7237,"SALTA","",1.0
95995,5,7237,"SALTA","",1.0
95996,7,7237,"SALTA","",1.0
95997,9,7237,"SALTA","",2.0
95998,4,7480,"SALTA","",1.0
95999,4,7675,"SALTA","",3.0
96000,5,7675,"SALTA","",3.0
96001,6,7675,"SALTA","",1.0
96002,7,7675,"SALTA","",1.0
96003,8,7675,"SALTA","",1.0
96004,9,7675,"SALTA","",2.0
96005,9,8310,"SALTA","",2.0
96006,1,8555,"SALTA","",8.0
96007,2,8555,"SALTA","",4.0
96008,5,8758,"SALTA","L",1.0
96009,7,8758,"SALTA","L",1.0
96010,1,9151,"SALTA","",1.0
96011,1,9464,"SALTA","",1.0
96012,2,9464,"SALTA","",1.0
96013,3,9464,"SALTA","",1.0
96014,5,9464,"SALTA","",1.0
96015,9,9464,"SALTA","",1.0
96016,2,512,"SANTACRU","",1.0
96017,3,512,"SANTACRU","",1.0
96018,4,512,"SANTACRU","",1.0
96019,7,512,"SANTACRU","",2.0
96020,8,512,"SANTACRU","",1.0
96021,10,512,"SANTACRU","",2.0
96022,6,517,"SANTACRU","",1.0
96023,10,557,"SANTACRU","L",2.0
96024,9,1149,"SANTACRU","",1.0
96025,2,1248,"SANTACRU","L",2.0
96026,4,1248,"SANTACRU","L",1.0
96027,6,1248,"SANTACRU","L",1.0
96028,3,1306,"SANTACRU","",1.0
96029,4,1320,"SANTACRU","L",2.0
96030,1,1360,"SANTACRU","L",2.0
96031,2,1360,"SANTACRU","L",1.0
96032,5,1360,"SANTACRU","L",2.0
96033,7,1360,"SANTACRU","L",5.0
96034,8,1360,"SANTACRU","L",1.0
96035,9,1360,"SANTACRU","L",1.0
96036,10,1360,"SANTACRU","L",1.0
96037,10,1419,"SANTACRU","L",1.0
96038,4,1420,"SANTACRU","L",1.0
96039,2,1426,"SANTACRU","L",1.0
96040,3,1426,"SANTACRU","L",1.0
96041,5,1426,"SANTACRU","L",2.0
96042,10,1426,"SANTACRU","L",1.0
96043,10,1452,"SANTACRU","L",1.0
96044,9,1491,"SANTACRU","L",1.0
96045,10,1496,"SANTACRU","L",1.0
96046,2,1502,"SANTACRU","L",1.0
96047,1,1507,"SANTACRU","L",1.0
96048,7,1507,"SANTACRU","L",1.0
96049,9,1507,"SANTACRU","L",1.0
96050,1,1529,"SANTACRU","L",2.0
96051,2,1529,"SANTACRU","L",1.0
96052,7,1529,"SANTACRU","L",2.0
96053,9,1529,"SANTACRU","L",1.0
96054,10,1529,"SANTACRU","L",1.0
96055,1,1538,"SANTACRU","L",1.0
96056,5,1538,"SANTACRU","L",1.0
96057,6,1538,"SANTACRU","L",1.0
96058,10,1608,"SANTACRU","L",1.0
96059,9,1638,"SANTACRU","",1.0
96060,7,1715,"SANTACRU","",1.0
96061,8,1715,"SANTACRU","",2.0
96062,10,1715,"SANTACRU","",1.0
96063,10,2004,"SANTACRU","",1.0
96064,3,2051,"SANTACRU","",1.0
96065,4,2112,"SANTACRU","",1.0
96066,3,2240,"SANTACRU","L",1.0
96067,4,2240,"SANTACRU","L",1.0
96068,10,2240,"SANTACRU","L",1.0
96069,10,2818,"SANTACRU","L",1.0
96070,2,2876,"SANTACRU","L",2.0
96071,9,2876,"SANTACRU","L",2.0
96072,3,3844,"SANTACRU","",2.0
96073,4,3844,"SANTACRU","",2.0
96074,5,3844,"SANTACRU","",3.0
96075,6,3844,"SANTACRU","",1.0
96076,1,3901,"SANTACRU","",1.0
96077,3,3901,"SANTACRU","",1.0
96078,4,3901,"SANTACRU","",1.0
96079,7,3901,"SANTACRU","",1.0
96080,5,4050,"SANTACRU","L",1.0
96081,4,4426,"SANTACRU","L",1.0
96082,8,4474,"SANTACRU","L",1.0
96083,7,4520,"SANTACRU","",1.0
96084,1,4761,"SANTACRU","",2.0
96085,3,4761,"SANTACRU","",1.0
96086,5,4761,"SANTACRU","",1.0
96087,7,4761,"SANTACRU","",2.0
96088,9,4761,"SANTACRU","",1.0
96089,10,4761,"SANTACRU","",2.0
96090,9,4849,"SANTACRU","",1.0
96091,6,7186,"SANTACRU","",1.0
96092,8,7186,"SANTACRU","",1.0
96093,1,7189,"SANTACRU","",1.0
96094,2,7189,"SANTACRU","",3.0
96095,4,7189,"SANTACRU","",1.0
96096,5,7189,"SANTACRU","",1.0
96097,9,7189,"SANTACRU","",1.0
96098,2,7235,"SANTACRU","",2.0
96099,7,7235,"SANTACRU","",1.0
96100,2,7262,"SANTACRU","",1.0
96101,3,7263,"SANTACRU","",1.0
96102,8,7263,"SANTACRU","",2.0
96103,9,7263,"SANTACRU","",1.0
96104,10,7263,"SANTACRU","",1.0
96105,9,7283,"SANTACRU","L",1.0
96106,2,7479,"SANTACRU","",1.0
96107,3,7479,"SANTACRU","",1.0
96108,9,7479,"SANTACRU","",1.0
96109,3,7481,"SANTACRU","",1.0
96110,5,7481,"SANTACRU","",1.0
96111,10,7481,"SANTACRU","",1.0
96112,1,7519,"SANTACRU","",2.0
96113,10,7661,"SANTACRU","",1.0
96114,2,7685,"SANTACRU","",2.0
96115,3,7685,"SANTACRU","",1.0
96116,5,7685,"SANTACRU","",1.0
96117,9,7685,"SANTACRU","",2.0
96118,8,7793,"SANTACRU","",1.0
96119,10,8478,"SANTACRU","",1.0
96120,8,8555,"SANTACRU","",1.0
96121,10,8559,"SANTACRU","",1.0
96122,10,8805,"SANTACRU","L",2.0
96123,6,8843,"SANTACRU","",1.0
96124,7,8843,"SANTACRU","",1.0
96125,8,8843,"SANTACRU","",1.0
96126,3,9036,"SANTACRU","",1.0
96127,3,9145,"SANTACRU","",1.0
96128,1,9150,"SANTACRU","",1.0
96129,4,9221,"SANTACRU","",1.0
96130,1,9444,"SANTACRU","L",2.0
96131,2,9444,"SANTACRU","L",2.0
96132,3,9444,"SANTACRU","L",2.0
96133,4,9444,"SANTACRU","L",2.0
96134,5,9444,"SANTACRU","L",1.0
96135,9,9444,"SANTACRU","L",1.0
96136,3,9457,"SANTACRU","L",1.0
96137,4,9457,"SANTACRU","L",1.0
96138,6,9457,"SANTACRU","L",2.0
96139,2,9482,"SANTACRU","",2.0
96140,4,9482,"SANTACRU","",4.0
96141,5,9482,"SANTACRU","",1.0
96142,7,9482,"SANTACRU","",1.0
96143,9,9482,"SANTACRU","",1.0
96144,3,9484,"SANTACRU","",1.0
96145,4,9484,"SANTACRU","",1.0
96146,1,9506,"SANTACRU","",1.0
96147,3,9506,"SANTACRU","",1.0
96148,4,9506,"SANTACRU","",1.0
96149,6,9506,"SANTACRU","",4.0
96150,3,9535,"SANTACRU","",1.0
96151,2,9700,"SANTACRU","L",1.0
96152,1,73,"SANTIAGO","",5.0
96153,2,73,"SANTIAGO","",1.0
96154,3,73,"SANTIAGO","",2.0
96155,4,73,"SANTIAGO","",3.0
96156,1,78,"SANTIAGO","",1.0
96157,1,319,"SANTIAGO","",1.0
96158,3,322,"SANTIAGO","",1.0
96159,1,532,"SANTIAGO","",3.0
96160,2,532,"SANTIAGO","",3.0
96161,4,532,"SANTIAGO","",3.0
96162,4,1164,"SANTIAGO","",1.0
96163,2,1452,"SANTIAGO","L",1.0
96164,1,1581,"SANTIAGO","",1.0
96165,3,1581,"SANTIAGO","",1.0
96166,4,1581,"SANTIAGO","",1.0
96167,2,1592,"SANTIAGO","",2.0
96168,1,1595,"SANTIAGO","",2.0
96169,2,1595,"SANTIAGO","",2.0
96170,3,1595,"SANTIAGO","",1.0
96171,4,1595,"SANTIAGO","",1.0
96172,1,1715,"SANTIAGO","",1.0
96173,2,1910,"SANTIAGO","",1.0
96174,4,1910,"SANTIAGO","",2.0
96175,6,2097,"SANTIAGO","",1.0
96176,5,2605,"SANTIAGO","",3.0
96177,1,2693,"SANTIAGO","",1.0
96178,3,2695,"SANTIAGO","",1.0
96179,1,2714,"SANTIAGO","",1.0
96180,6,3185,"SANTIAGO","",1.0
96181,1,3358,"SANTIAGO","",2.0
96182,2,3358,"SANTIAGO","",3.0
96183,3,3358,"SANTIAGO","",3.0
96184,4,3358,"SANTIAGO","",10.0
96185,4,3358,"SANTIAGO","",5.0
96186,5,3378,"SANTIAGO","",5.0
96187,6,3378,"SANTIAGO","",5.0
96188,4,3901,"SANTIAGO","",3.0
96189,5,3968,"SANTIAGO","",1.0
96190,5,3968,"SANTIAGO","",1.0
96191,6,4007,"SANTIAGO","",3.0
96192,3,4105,"SANTIAGO","",1.0
96193,5,4322,"SANTIAGO","",1.0
96194,1,4382,"SANTIAGO","",14.0
96195,2,4382,"SANTIAGO","",2.0
96196,3,4767,"SANTIAGO","",1.0
96197,2,4783,"SANTIAGO","",1.0
96198,3,4783,"SANTIAGO","",1.0
96199,4,4783,"SANTIAGO","",3.0
96200,4,5375,"SANTIAGO","",4.0
96201,5,5649,"SANTIAGO","",8.0
96202,6,5649,"SANTIAGO","",8.0
96203,6,5688,"SANTIAGO","",1.0
96204,6,6403,"SANTIAGO","",1.0
96205,5,6405,"SANTIAGO","",4.0
96206,2,7592,"SANTIAGO","",2.0
96207,3,7592,"SANTIAGO","",1.0
96208,3,7776,"SANTIAGO","",1.0
96209,2,8089,"SANTIAGO","",1.0
96210,3,8089,"SANTIAGO","",1.0
96211,4,8089,"SANTIAGO","",1.0
96212,1,8615,"SANTIAGO","",1.0
96213,2,8615,"SANTIAGO","",2.0
96214,3,8615,"SANTIAGO","",1.0
96215,4,8615,"SANTIAGO","",1.0
96216,2,8645,"SANTIAGO","",1.0
96217,2,8770,"SANTIAGO","L",3.0
96218,3,8770,"SANTIAGO","L",2.0
96219,4,8770,"SANTIAGO","L",4.0
96220,5,8981,"SANTIAGO","",1.0
96221,2,9014,"SANTIAGO","",1.0
96222,6,9061,"SANTIAGO","",3.0
96223,1,9071,"SANTIAGO","",1.0
96224,3,9071,"SANTIAGO","",1.0
96225,4,9222,"SANTIAGO","",1.0
96226,1,9423,"SANTIAGO","",1.0
96227,2,9423,"SANTIAGO","",1.0
96228,3,9423,"SANTIAGO","",1.0
96229,4,9423,"SANTIAGO","",2.0
96230,6,9739,"SANTIAGO","",2.0
96231,5,9739,"SANTIAGO","",1.0
96232,6,9741,"SANTIAGO","",2.0
96233,3,127,"YANAIGUA","",1.0
96234,1,530,"YANAIGUA","",1.0
96235,3,530,"YANAIGUA","",1.0
96236,5,530,"YANAIGUA","",2.0
96237,7,530,"YANAIGUA","",2.0
96238,9,530,"YANAIGUA","",1.0
96239,10,530,"YANAIGUA","",1.0
96240,6,1191,"YANAIGUA","",1.0
96241,9,1191,"YANAIGUA","",1.0
96242,4,1404,"YANAIGUA","",3.0
96243,1,1635,"YANAIGUA","",1.0
96244,4,1635,"YANAIGUA","",1.0
96245,6,1635,"YANAIGUA","",1.0
96246,2,1992,"YANAIGUA","",1.0
96247,2,1994,"YANAIGUA","",1.0
96248,6,1994,"YANAIGUA","",1.0
96249,7,1994,"YANAIGUA","",1.0
96250,5,1996,"YANAIGUA","",2.0
96251,10,2003,"YANAIGUA","",1.0
96252,6,2012,"YANAIGUA","",1.0
96253,1,2013,"YANAIGUA","",1.0
96254,3,2015,"YANAIGUA","",1.0
96255,4,2015,"YANAIGUA","",1.0
96256,1,2031,"YANAIGUA","",1.0
96257,2,2031,"YANAIGUA","",1.0
96258,3,2031,"YANAIGUA","",1.0
96259,4,2031,"YANAIGUA","",2.0
96260,5,2031,"YANAIGUA","",1.0
96261,6,2031,"YANAIGUA","",2.0
96262,7,2031,"YANAIGUA","",3.0
96263,9,2031,"YANAIGUA","",1.0
96264,10,2031,"YANAIGUA","",2.0
96265,2,2032,"YANAIGUA","",1.0
96266,4,2032,"YANAIGUA","",1.0
96267,7,2032,"YANAIGUA","",1.0
96268,8,2032,"YANAIGUA","",1.0
96269,10,2032,"YANAIGUA","",2.0
96270,1,2033,"YANAIGUA","",2.0
96271,2,2033,"YANAIGUA","",1.0
96272,3,2033,"YANAIGUA","",1.0
96273,4,2033,"YANAIGUA","",2.0
96274,5,2033,"YANAIGUA","",3.0
96275,6,2033,"YANAIGUA","",6.0
96276,7,2033,"YANAIGUA","",4.0
96277,8,2033,"YANAIGUA","",1.0
96278,9,2033,"YANAIGUA","",2.0
96279,10,2033,"YANAIGUA","",2.0
96280,3,2674,"YANAIGUA","",1.0
96281,2,2809,"YANAIGUA","",1.0
96282,3,2809,"YANAIGUA","",1.0
96283,4,3842,"YANAIGUA","",2.0
96284,5,3842,"YANAIGUA","",2.0
96285,6,3842,"YANAIGUA","",5.0
96286,7,3842,"YANAIGUA","",2.0
96287,8,3842,"YANAIGUA","",1.0
96288,9,3842,"YANAIGUA","",3.0
96289,10,3842,"YANAIGUA","",3.0
96290,1,3857,"YANAIGUA","",3.0
96291,1,3969,"YANAIGUA","",1.0
96292,7,3969,"YANAIGUA","",2.0
96293,1,3987,"YANAIGUA","",1.0
96294,2,3987,"YANAIGUA","",1.0
96295,1,4000,"YANAIGUA","",7.0
96296,4,4000,"YANAIGUA","",1.0
96297,7,4414,"YANAIGUA","",1.0
96298,1,4414,"YANAIGUA","",5.0
96299,2,4414,"YANAIGUA","",8.0
96300,3,4414,"YANAIGUA","",6.0
96301,2,4480,"YANAIGUA","",1.0
96302,3,4480,"YANAIGUA","",2.0
96303,4,4480,"YANAIGUA","",4.0
96304,5,4480,"YANAIGUA","",2.0
96305,6,4480,"YANAIGUA","",2.0
96306,7,4480,"YANAIGUA","",1.0
96307,8,4480,"YANAIGUA","",5.0
96308,9,4480,"YANAIGUA","",6.0
96309,10,4480,"YANAIGUA","",2.0
96310,1,5724,"YANAIGUA","",1.0
96311,1,7236,"YANAIGUA","",2.0
96312,2,7236,"YANAIGUA","",3.0
96313,3,7236,"YANAIGUA","",5.0
96314,5,7236,"YANAIGUA","",1.0
96315,6,7236,"YANAIGUA","",1.0
96316,8,7236,"YANAIGUA","",1.0
96317,10,7236,"YANAIGUA","",1.0
96318,2,7416,"YANAIGUA","",1.0
96319,1,7681,"YANAIGUA","",9.0
96320,2,7681,"YANAIGUA","",17.0
96321,3,7681,"YANAIGUA","",21.0
96322,4,7681,"YANAIGUA","",32.0
96323,5,7681,"YANAIGUA","",24.0
96324,6,7681,"YANAIGUA","",19.0
96325,7,7681,"YANAIGUA","",13.0
96326,8,7681,"YANAIGUA","",21.0
96327,9,7681,"YANAIGUA","",11.0
96328,10,7681,"YANAIGUA","",15.0
96329,2,7687,"YANAIGUA","",1.0
96330,8,7798,"YANAIGUA","",2.0
96331,10,8764,"YANAIGUA","",1.0
96332,1,9046,"YANAIGUA","",1.0
96333,5,9046,"YANAIGUA","",1.0
96334,6,9046,"YANAIGUA","",1.0
96335,9,9046,"YANAIGUA","",1.0
96336,1,38,"CUEVAS","",1.0
96337,3,319,"CUEVAS","",1.0
96338,1,759,"CUEVAS","L",1.0
96339,4,759,"CUEVAS","L",1.0
96340,7,759,"CUEVAS","L",1.0
96341,8,759,"CUEVAS","L",1.0
96342,10,772,"CUEVAS","L",1.0
96343,1,807,"CUEVAS","L",1.0
96344,2,807,"CUEVAS","L",1.0
96345,7,807,"CUEVAS","L",2.0
96346,8,807,"CUEVAS","L",1.0
96347,2,808,"CUEVAS","L",1.0
96348,3,808,"CUEVAS","L",1.0
96349,6,808,"CUEVAS","L",1.0
96350,7,808,"CUEVAS","L",1.0
96351,1,809,"CUEVAS","L",1.0
96352,4,809,"CUEVAS","L",1.0
96353,10,809,"CUEVAS","L",2.0
96354,1,828,"CUEVAS","",1.0
96355,4,828,"CUEVAS","",1.0
96356,1,839,"CUEVAS","L",1.0
96357,6,844,"CUEVAS","",1.0
96358,9,844,"CUEVAS","",1.0
96359,8,877,"CUEVAS","",1.0
96360,3,902,"CUEVAS","L",1.0
96361,9,902,"CUEVAS","L",1.0
96362,10,902,"CUEVAS","L",1.0
96363,10,903,"CUEVAS","L",2.0
96364,3,922,"CUEVAS","",1.0
96365,8,922,"CUEVAS","",1.0
96366,6,992,"CUEVAS","",1.0
96367,2,996,"CUEVAS","",1.0
96368,3,996,"CUEVAS","",1.0
96369,6,996,"CUEVAS","",4.0
96370,8,996,"CUEVAS","",2.0
96371,10,996,"CUEVAS","",4.0
96372,3,1045,"CUEVAS","",2.0
96373,6,1045,"CUEVAS","",2.0
96374,7,1045,"CUEVAS","",1.0
96375,9,1045,"CUEVAS","",1.0
96376,10,1045,"CUEVAS","",1.0
96377,2,1160,"CUEVAS","",8.0
96378,3,1160,"CUEVAS","",1.0
96379,4,1160,"CUEVAS","",2.0
96380,5,1160,"CUEVAS","",2.0
96381,6,1160,"CUEVAS","",3.0
96382,7,1160,"CUEVAS","",1.0
96383,8,1160,"CUEVAS","",4.0
96384,9,1160,"CUEVAS","",4.0
96385,10,1160,"CUEVAS","",1.0
96386,1,1172,"CUEVAS","",5.0
96387,2,1172,"CUEVAS","",9.0
96388,3,1172,"CUEVAS","",7.0
96389,4,1172,"CUEVAS","",3.0
96390,5,1172,"CUEVAS","",5.0
96391,6,1172,"CUEVAS","",5.0
96392,7,1172,"CUEVAS","",5.0
96393,8,1172,"CUEVAS","",2.0
96394,9,1172,"CUEVAS","",2.0
96395,10,1172,"CUEVAS","",6.0
96396,4,1265,"CUEVAS","L",1.0
