Species,ScieName,SpeciesGrp,YearC,Decade,Status,PartyName,Flag,Fleet,Stock,SampArea,AreaT1,SpcGearGrp,GearGrp,GearCode,CatchTypeCode,QualInfoCode,Qty_t
SCK,Dalatias licha,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TW,MWT,C,RPT1,0.13197
SCK,Dalatias licha,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,PS,PS,C,RPT1,0.06687
SCK,Dalatias licha,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TN,TN,C,RPT1,0.02163
SCK,Dalatias licha,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TW,TRAW,C,RPT1,0.31448
SCK,Dalatias licha,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,UN,UNCL,C,RPT1,0.00333
SCK,Dalatias licha,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,GN,GILL,C,RPT1,3.29099
SCK,Dalatias licha,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,LL,LL,C,RPT1,0.35237
SCK,Dalatias licha,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TP,TRAP,C,RPT1,0.01223
SCK,Dalatias licha,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,TRAW,C,RPT1,0.47311
SCK,Dalatias licha,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,UN,UNCL,C,RPT1,1.937
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,0.4783
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,LL,LL,C,RPT1,0.00085
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TN,TN,C,RPT1,0.0415
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TP,TRAP,C,RPT1,0.025
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,UN,UNCL,C,RPT1,0.0895
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,GN,GILL,C,RPT1,24.31744
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,HL,HAND,C,RPT1,0.074
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,LL,LL,C,RPT1,23.56721
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,MWT,C,RPT1,1.40449
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,MWTD,C,RPT1,0.99959
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,PS,PS,C,RPT1,0.068
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TN,TN,C,RPT1,120.68759
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TP,TRAP,C,RPT1,5.1473
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,TRAW,C,RPT1,249.86364
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TR,TROL,C,RPT1,0.5414
SCL,Scyliorhinus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,UN,UNCL,C,RPT1,10.39574
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,0.31179
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,LL,LL,C,RPT1,0.00218
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,PS,PS,C,RPT1,0.41
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TN,TN,C,RPT1,0.02808
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TP,TRAP,C,RPT1,0.04656
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TW,TRAW,C,RPT1,0.11424
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TR,TROL,C,RPT1,0.01879
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,UN,UNCL,C,RPT1,0.60958
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,GN,GILL,C,RPT1,167.96733
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,HL,HAND,C,RPT1,0.33113
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,LL,LL,C,RPT1,102.63605
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,MWT,C,RPT1,9.56535
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,MWTD,C,RPT1,210.59707
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,PS,PS,C,RPT1,21.90938
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TN,TN,C,RPT1,323.29463
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TP,TRAP,C,RPT1,30.10396
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,TRAW,C,RPT1,2465.39576
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TR,TROL,C,RPT1,1.03734
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,UN,UNCL,C,RPT1,51.61015
SHL,Etmopterus spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,TRAW,C,RPT1,0.07499
SHO,Galeus melastomus,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,LL,LL,C,RPT1,0.033
SHO,Galeus melastomus,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,MWTD,C,RPT1,0.44001
SHO,Galeus melastomus,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TN,TN,C,RPT1,0.3431
SHO,Galeus melastomus,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,TRAW,C,RPT1,0.7325
SHX,Squaliformes,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,UN,UNCL,C,RPT1,0.0016
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,ATN,unkn,NE,Other surf.,GN,GILL,C,RPT1,0.12999
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,0.16826
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,HL,HAND,C,RPT1,0.0079
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,LL,LL,C,RPT1,0.06407
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TW,MWT,C,RPT1,2.66803
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TN,TN,C,RPT1,0.24844
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TW,TRAW,C,RPT1,32.76673
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,UN,UNCL,C,RPT1,1.27281
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,GN,GILL,C,RPT1,113.76823
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,HL,HAND,C,RPT1,1.37337
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,LL,LL,C,RPT1,214.80937
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,MWT,C,RPT1,17.32479
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,MWTD,C,RPT1,16.73062
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,PS,PS,C,RPT1,8.61634
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TN,TN,C,RPT1,512.54416
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TP,TRAP,C,RPT1,29.30006
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,TRAW,C,RPT1,4440.61459
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TR,TROL,C,RPT1,4.23741
SYC,Scyliorhinus canicula,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,UN,UNCL,C,RPT1,169.11413
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TN,TN,C,RPT1,0.7842
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TW,TRAW,C,RPT1,1.279
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,UN,UNCL,C,RPT1,0.048
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,GN,GILL,C,RPT1,3.40554
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,LL,LL,C,RPT1,85.13019
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,MWT,C,RPT1,0.88282
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,MWTD,C,RPT1,0.03401
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,PS,PS,C,RPT1,0.011
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TN,TN,C,RPT1,8.60922
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TP,TRAP,C,RPT1,6.53944
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,TRAW,C,RPT1,150.69287
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TR,TROL,C,RPT1,0.4186
SYT,Scyliorhinus stellaris,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,UN,UNCL,C,RPT1,4.01716
SYX,Scyliorhinidae,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,LL,LL,C,RPT1,0.035
SYX,Scyliorhinidae,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TN,TN,C,RPT1,0.036
SYX,Scyliorhinidae,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA-MED,A+M,BIL95,MEDI,All gears,TR,TROL,C,RPT1,0.0015
SYX,Scyliorhinidae,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,GN,GILL,C,RPT1,5.202
SYX,Scyliorhinidae,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TN,TN,C,RPT1,0.6133
SYX,Scyliorhinidae,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TP,TRAP,C,RPT1,0.013
SYX,Scyliorhinidae,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.France,EU.FRA,A+M,unkn,NE,All gears,TW,TRAW,C,RPT1,3.74499
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,EUROPEAN UNION,EU.Cyprus,EU.CYP,MED,BIL95,MEDI,Longline,LL,LLSWO,C,RPT1,0.497
BSH,Prionace glauca,4-Sharks (major),2010,2010,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATN,unkn,AZOR,Longline,LL,LL-surf,C,RPT1,16.172
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATN,unkn,AZOR,Longline,LL,LL-surf,C,RPT1,9.589
BSH,Prionace glauca,4-Sharks (major),2010,2010,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATN,unkn,NE,Longline,LL,LL-surf,C,RPT1,1303.801
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATN,unkn,NE,Longline,LL,LL-surf,C,RPT1,99.699
SPN,Sphyrna spp,5-Sharks (other),2010,2010,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,A+M,unkn,NE,All gears,LL,LL-surf,C,RPT1,30.129
BSH,Prionace glauca,4-Sharks (major),2010,2010,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,MED,BIL95,MEDI,Longline,LL,LL-surf,C,RPT1,1.6
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,MED,BIL95,MEDI,Longline,LL,LL-surf,C,RPT1,0.3
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,NAMIBIA,Namibia,NAM,ATS,unkn,SE,Other surf.,BB,BB,C,RPT1,0.492
BSH,Prionace glauca,4-Sharks (major),2010,2010,CP,NAMIBIA,Namibia,NAM,ATS,unkn,SE,Other surf.,BB,BB,C,RPT1,0.658
BSH,Prionace glauca,4-Sharks (major),2010,2010,CP,NAMIBIA,Namibia,NAM,ATS,unkn,SE,Longline,LL,LL,C,RPT1,2351.247
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,NAMIBIA,Namibia,NAM,ATS,unkn,SE,Longline,LL,LL,C,RPT1,306.438
THR,Alopias spp,5-Sharks (other),2010,2010,CP,NAMIBIA,Namibia,NAM,A+M,unkn,SE,All gears,LL,LL,C,RPT1,8.668
POR,Lamna nasus,4-Sharks (major),2010,2010,CP,NORWAY,Norway,NOR,ATN,unkn,NE,All gears,UN,UNCL,L,RPT1,11.9
BSH,Prionace glauca,4-Sharks (major),2010,2010,CP,SENEGAL,Senegal,SEN,ATN,unkn,NE,Longline,LL,LL,C,RPT1,56.153
WSH,Carcharodon carcharias,5-Sharks (other),2010,2010,CP,SENEGAL,Senegal,SEN,A+M,unkn,NE,All gears,LL,LL,C,RPT1,17.572
BSH,Prionace glauca,4-Sharks (major),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Longline,LL,LLSWO,C,RPT1,7.333
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Longline,LL,LLSWO,C,RPT1,23.88
THR,Alopias spp,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LLSWO,C,RPT1,0
BRO,Carcharhinus brachyurus,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LLSWO,C,RPT1,0
DUS,Carcharhinus obscurus,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LLSWO,C,RPT1,0
OCS,Carcharhinus longimanus,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LLSWO,C,RPT1,0
SPN,Sphyrna spp,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LLSWO,C,RPT1,0.02
RSK,Carcharhinidae,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LLSWO,C,RPT1,0.217
WSH,Carcharodon carcharias,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LLSWO,C,RPT1,0
SPY,Sphyrnidae,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LLSWO,C,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF-JPN,ATS,unkn,SE,Longline,LL,LLJAP,C,RPT1,1.902
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF-JPN,ATS,unkn,SE,Longline,LL,LLJAP,C,RPT1,0.252
THR,Alopias spp,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF-JPN,A+M,unkn,SE,All gears,LL,LLJAP,C,RPT1,0
BRO,Carcharhinus brachyurus,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF-JPN,A+M,unkn,SE,All gears,LL,LLJAP,C,RPT1,0
DUS,Carcharhinus obscurus,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF-JPN,A+M,unkn,SE,All gears,LL,LLJAP,C,RPT1,0
OCS,Carcharhinus longimanus,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF-JPN,A+M,unkn,SE,All gears,LL,LLJAP,C,RPT1,0
SPN,Sphyrna spp,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF-JPN,A+M,unkn,SE,All gears,LL,LLJAP,C,RPT1,0
RSK,Carcharhinidae,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF-JPN,A+M,unkn,SE,All gears,LL,LLJAP,C,RPT1,0
WSH,Carcharodon carcharias,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF-JPN,A+M,unkn,SE,All gears,LL,LLJAP,C,RPT1,0
SPY,Sphyrnidae,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF-JPN,A+M,unkn,SE,All gears,LL,LLJAP,C,RPT1,0
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Longline,LL,LL-Shrk,C,RPT1,119.094
BSH,Prionace glauca,4-Sharks (major),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Longline,LL,LL-Shrk,C,RPT1,102.763
RSK,Carcharhinidae,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL-Shrk,C,RPT1,4.15
THR,Alopias spp,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL-Shrk,C,RPT1,0
SPN,Sphyrna spp,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL-Shrk,C,RPT1,0
CCE,Carcharhinus leucas,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,LL,LL-Shrk,C,RPT1,0
BSH,Prionace glauca,4-Sharks (major),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Other surf.,HL,HAND,C,RPT1,13.09
CCL,Carcharhinus limbatus,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,HL,HAND,C,RPT1,0.013
BRO,Carcharhinus brachyurus,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,HL,HAND,C,RPT1,50.765
SPZ,Sphyrna zygaena,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,HL,HAND,C,RPT1,0.099
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Other surf.,HL,HAND,C,RPT1,0.21
RSK,Carcharhinidae,5-Sharks (other),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,A+M,unkn,SE,All gears,HL,HAND,C,RPT1,37.219
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,SOUTH AFRICA,South Africa,ZAF,ATS,unkn,SE,Other surf.,BB,BB,C,RPT1,0.187
SHX,Squaliformes,5-Sharks (other),2010,2010,CP,St VINCENT & GRENADINES,St. Vincent and Grenadines,VCT,A+M,unkn,WTRO,All gears,TR,TROL,L,RPT1,7.073
THR,Alopias spp,5-Sharks (other),2010,2010,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO-TTO-TRINID,A+M,unkn,WTRO,All gears,LL,LLHB,L,RPT1,0.91
CCE,Carcharhinus leucas,5-Sharks (other),2010,2010,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO-TTO-TRINID,A+M,unkn,WTRO,All gears,SU,SURF,L,RPT1,0.101
CCL,Carcharhinus limbatus,5-Sharks (other),2010,2010,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO-TTO-TRINID,A+M,unkn,WTRO,All gears,LL,LLHB,L,RPT1,0.012
CCL,Carcharhinus limbatus,5-Sharks (other),2010,2010,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO-TTO-TRINID,A+M,unkn,WTRO,All gears,SU,SURF,L,RPT1,2.902
CCS,Carcharhinus signatus,5-Sharks (other),2010,2010,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO-TTO-TRINID,A+M,unkn,WTRO,All gears,LL,LLHB,L,RPT1,0.07
TIG,Galeocerdo cuvier,5-Sharks (other),2010,2010,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO-TTO-TRINID,A+M,unkn,WTRO,All gears,SU,SURF,L,RPT1,0.035
GNC,Ginglymostoma cirratum,5-Sharks (other),2010,2010,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO-TTO-TRINID,A+M,unkn,WTRO,All gears,LL,LLHB,L,RPT1,0.043
GNC,Ginglymostoma cirratum,5-Sharks (other),2010,2010,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO-TTO-TRINID,A+M,unkn,WTRO,All gears,SU,SURF,L,RPT1,1.843
SMA,Isurus oxyrinchus,4-Sharks (major),2010,2010,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO-TTO-TRINID,ATN,unkn,WTRO,Longline,LL,LLHB,L,RPT1,1.143
LMA,Isurus paucus,5-Sharks (other),2010,2010,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO-TTO-TRINID,A+M,unkn,WTRO,All gears,LL,LLHB,L,RPT1,0.767
SDV,Mustelus spp,5-Sharks (other),2010,2010,CP,TRINIDAD and TOBAGO,Trinidad and Tobago,TTO-TTO-TRINID,A+M,unkn,WTRO,All gears,SU,SURF,L,RPT1,209.748
