Species,ScieName,SpeciesGrp,YearC,Decade,Status,PartyName,Flag,Fleet,Stock,SampArea,AreaT1,SpcGearGrp,GearGrp,GearCode,CatchTypeCode,QualInfoCode,Qty_t
SPN,Sphyrna spp,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,NE,All gears,LL,LL-surf,C,RPT1,5.41715
SDS,Mustelus asterias,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,7.752
SDS,Mustelus asterias,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,NE,All gears,LL,LL-surf,C,RPT1,21.52198
CVX,Carcharhiniformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,EAST,All gears,LL,LL-surf,C,RPT1,1.226
CVX,Carcharhiniformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,SW,All gears,LL,LL-surf,C,RPT1,1.18
CVX,Carcharhiniformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,WEST,All gears,LL,LL-surf,C,RPT1,0.382
CVX,Carcharhiniformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,CVER,All gears,LL,LL-surf,C,RPT1,5.485
CVX,Carcharhiniformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,10.1443
CVX,Carcharhiniformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,SE,All gears,LL,LL-surf,C,RPT1,0.04
CVX,Carcharhiniformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,MDRA,All gears,LL,LL-surf,C,RPT1,0.34
DGS,Squalus acanthias,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,WEST,All gears,LL,LL-surf,C,RPT1,0.217
DGS,Squalus acanthias,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,3.241
DGS,Squalus acanthias,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,SE,All gears,LL,LL-surf,C,RPT1,10.595
GUP,Centrophorus granulosus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,EAST,All gears,LL,LL-surf,C,RPT1,2.329
GUP,Centrophorus granulosus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,WEST,All gears,LL,LL-surf,C,RPT1,52.661
GUP,Centrophorus granulosus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,4.679
GUQ,Centrophorus squamosus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,EAST,All gears,LL,LL-surf,C,RPT1,2.021
GUQ,Centrophorus squamosus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,WEST,All gears,LL,LL-surf,C,RPT1,8.24
GUQ,Centrophorus squamosus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,0.083
GUQ,Centrophorus squamosus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL95,MEDI,All gears,LL,LL-surf,C,RPT1,0.05
CPL,Centrophorus lusitanicus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,WEST,All gears,LL,LL-surf,C,RPT1,0.17
CPL,Centrophorus lusitanicus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,79.937
CPL,Centrophorus lusitanicus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL95,MEDI,All gears,LL,LL-surf,C,RPT1,0.2
DCA,Deania calcea,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,WEST,All gears,LL,LL-surf,C,RPT1,3.18
CYO,Centroscymnus coelolepis,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,EAST,All gears,LL,LL-surf,C,RPT1,2.977
CYO,Centroscymnus coelolepis,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,WEST,All gears,LL,LL-surf,C,RPT1,110.495
CYO,Centroscymnus coelolepis,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,0.03
CYO,Centroscymnus coelolepis,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL95,MEDI,All gears,LL,LL-surf,C,RPT1,0.1
CYO,Centroscymnus coelolepis,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,MDRA,All gears,LL,LL-surf,C,RPT1,0.04
CYP,Centroscymnus crepidater,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,WEST,All gears,LL,LL-surf,C,RPT1,3.47
CYP,Centroscymnus crepidater,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,10.991
SYR,Scymnodon ringens,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,63.607
SYR,Scymnodon ringens,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL95,MEDI,All gears,LL,LL-surf,C,RPT1,0.15
SYR,Scymnodon ringens,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94C,NE,All gears,LL,LL-surf,C,RPT1,63.534
ASK,Squatinidae,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94C,NE,All gears,LL,LL-surf,C,RPT1,0.046
ASK,Squatinidae,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,SE,All gears,LL,LL-surf,C,RPT1,7.135
ASK,Squatinidae,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,MDRA,All gears,LL,LL-surf,C,RPT1,0.05
ASK,Squatinidae,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,0.64963
OXY,Oxynotus centrina,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94C,NE,All gears,LL,LL-surf,C,RPT1,16.77
OXY,Oxynotus centrina,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,NE,All gears,SU,SURF,C,RPT1,0.5511
OXY,Oxynotus centrina,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,82.46126
SHB,Echinorhinus brucus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,NE,All gears,LL,LL-surf,C,RPT1,0.899
SHB,Echinorhinus brucus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,AZOR,All gears,LL,LL-surf,C,RPT1,0.3
SHX,Squaliformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,NWC,All gears,LL,LL-surf,C,RPT1,0.2
SHX,Squaliformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,WEST,All gears,LL,LL-surf,C,RPT1,0.57
SHX,Squaliformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94C,NE,All gears,LL,LL-surf,C,RPT1,2.223
SHX,Squaliformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,unkn,NE,All gears,SU,SURF,C,RPT1,0.70114
SHX,Squaliformes,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,3.42198
GAG,Galeorhinus galeus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,A+M,BIL94B,AZOR,All gears,LL,LL-surf,C,RPT1,42.5414
SPN,Sphyrna spp,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,A+M,BIL94B,AZOR,All gears,LL,LL-surf,C,RPT1,3.44505
SMA,Isurus oxyrinchus,4-Sharks (major),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATN,BIL94B,AZOR,Longline,LL,LL-surf,C,RPT1,6.4884
BSH,Prionace glauca,4-Sharks (major),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATN,BIL94B,AZOR,Longline,LL,LL-surf,C,RPT1,45.5504
SMA,Isurus oxyrinchus,4-Sharks (major),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATN,BIL94B,NE,Longline,LL,LL-surf,C,RPT1,24.322
BSH,Prionace glauca,4-Sharks (major),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATN,BIL94B,NE,Longline,LL,LL-surf,C,RPT1,195.324
THR,Alopias spp,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,2.785
GAG,Galeorhinus galeus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,A+M,BIL94B,NE,All gears,LL,LL-surf,C,RPT1,0.012
THR,Alopias spp,5-Sharks (other),2007,2000,CP,NAMIBIA,Namibia,NAM,A+M,unkn,SE,All gears,LL,LL,C,RPT1,4.718
BTH,Alopias superciliosus,5-Sharks (other),2007,2000,CP,NAMIBIA,Namibia,NAM,A+M,unkn,SE,All gears,LL,LL,C,RPT1,19.95
SMA,Isurus oxyrinchus,4-Sharks (major),2007,2000,CP,NAMIBIA,Namibia,NAM,ATS,unkn,SE,Longline,LL,LL,C,RPT1,1001.812
SPN,Sphyrna spp,5-Sharks (other),2007,2000,CP,NAMIBIA,Namibia,NAM,A+M,unkn,SE,All gears,LL,LL,C,RPT1,30.891
BSH,Prionace glauca,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL92,NW,Longline,LL,LL,L,RPT1,1.698
CCE,Carcharhinus leucas,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL92,NW,All gears,LL,LL,L,RPT1,0.087
CCL,Carcharhinus limbatus,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL91,GOFM,All gears,LL,LL,L,RPT1,0.747
CCL,Carcharhinus limbatus,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL92,NW,All gears,GN,GILL,L,RPT1,0.013
CCL,Carcharhinus limbatus,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL92,NW,All gears,LL,LL,L,RPT1,8.434
CCL,Carcharhinus limbatus,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL93,WTRO,All gears,LL,LL,L,RPT1,0.021
CCP,Carcharhinus plumbeus,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL91,GOFM,All gears,LL,LL,L,RPT1,0.353
CCP,Carcharhinus plumbeus,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL92,NW,All gears,HL,HAND,L,RPT1,0.235
CCP,Carcharhinus plumbeus,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL92,NW,All gears,LL,LL,L,RPT1,36.175
CCP,Carcharhinus plumbeus,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL94C,NWC,All gears,LL,LL,L,RPT1,0.079
FAL,Carcharhinus falciformis,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL91,GOFM,All gears,LL,LL,L,RPT1,1.407
FAL,Carcharhinus falciformis,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL92,NW,All gears,HL,HAND,L,RPT1,0.008
FAL,Carcharhinus falciformis,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL92,NW,All gears,LL,LL,L,RPT1,0.122
FAL,Carcharhinus falciformis,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL94C,NWC,All gears,LL,LL,L,RPT1,0.1
OCS,Carcharhinus longimanus,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL92,NW,All gears,LL,LL,L,RPT1,0.327
OCS,Carcharhinus longimanus,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL93,WTRO,All gears,LL,LL,L,RPT1,0.254
OCS,Carcharhinus longimanus,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL94C,NWC,All gears,LL,LL,L,RPT1,0.018
POR,Lamna nasus,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL92,NW,All gears,LL,LL,L,RPT1,0.413
SMA,Isurus oxyrinchus,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL91,GOFM,Longline,LL,LL,L,RPT1,10.905
SMA,Isurus oxyrinchus,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL92,NW,Other surf.,HL,HAND,L,RPT1,0.275
SMA,Isurus oxyrinchus,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL92,NW,Longline,LL,LL,L,RPT1,95.406
SMA,Isurus oxyrinchus,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL92,NW,Other surf.,TR,TROL,L,RPT1,0.107
SMA,Isurus oxyrinchus,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL93,WTRO,Longline,LL,LL,L,RPT1,0.869
SMA,Isurus oxyrinchus,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL94C,NWC,Longline,LL,LL,L,RPT1,22.107
SPN,Sphyrna spp,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL91,GOFM,All gears,LL,LL,L,RPT1,0.338
SPN,Sphyrna spp,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL92,NW,All gears,LL,LL,L,RPT1,8.424
SPN,Sphyrna spp,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL94C,NWC,All gears,LL,LL,L,RPT1,0.069
THR,Alopias spp,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL92,NW,All gears,LL,LL,L,RPT1,2.708
TIG,Galeocerdo cuvier,5-Sharks (other),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,A+M,BIL92,NW,All gears,LL,LL,L,RPT1,1.344
BSH,Prionace glauca,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL92,NW,Longline,LL,LL,DD,RPT1,21.692
BSH,Prionace glauca,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL92,NW,Other surf.,UN,UNCL,DD,RPT1,0.044
BSH,Prionace glauca,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL93,WTRO,Longline,LL,LL,DD,RPT1,0.088
BSH,Prionace glauca,4-Sharks (major),2006,2000,CP,UNITED STATES,U.S.A.,USA-Com,ATN,BIL94C,NWC,Longline,LL,LL,DD,RPT1,23.46
BSH,Prionace glauca,4-Sharks (major),2007,2000,CP,CHINA PR.,China PR,CHN,ATN,unkn,NORT,Longline,LL,LL,C,RPT1,367
BSH,Prionace glauca,4-Sharks (major),2007,2000,CP,CHINA PR.,China PR,CHN,ATS,unkn,SOUT,Longline,LL,LL,C,RPT1,585
SMA,Isurus oxyrinchus,4-Sharks (major),2007,2000,CP,CHINA PR.,China PR,CHN,ATN,unkn,NORT,Longline,LL,LL,C,RPT1,80.5
SMA,Isurus oxyrinchus,4-Sharks (major),2007,2000,CP,CHINA PR.,China PR,CHN,ATS,unkn,SOUT,Longline,LL,LL,C,RPT1,76.8
BSH,Prionace glauca,4-Sharks (major),2007,2000,CP,EUROPEAN UNION,EU.Netherlands,EU.NLD,ATS,unkn,SW,Other surf.,TW,TRAW,L,RPT1,0.622
DGS,Squalus acanthias,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Netherlands,EU.NLD,A+M,unkn,NE,All gears,TW,TRAW,L,RPT1,7.902
DGS,Squalus acanthias,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Netherlands,EU.NLD,A+M,unkn,SW,All gears,TW,MWT,L,RPT1,0.119
DGS,Squalus acanthias,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Netherlands,EU.NLD,A+M,unkn,SW,All gears,TW,TRAW,L,RPT1,16.933
DUS,Carcharhinus obscurus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Netherlands,EU.NLD,A+M,unkn,SW,All gears,TW,TRAW,L,RPT1,0.166
POR,Lamna nasus,4-Sharks (major),2007,2000,CP,EUROPEAN UNION,EU.Netherlands,EU.NLD,ATN,unkn,NE,All gears,TW,TRAW,L,RPT1,0.115
POR,Lamna nasus,4-Sharks (major),2007,2000,CP,EUROPEAN UNION,EU.Netherlands,EU.NLD,ATS,unkn,SW,All gears,TW,TRAW,L,RPT1,0.228
TIG,Galeocerdo cuvier,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Netherlands,EU.NLD,A+M,unkn,NE,All gears,TW,TRAW,L,RPT1,37.034
TIG,Galeocerdo cuvier,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Netherlands,EU.NLD,A+M,unkn,SW,All gears,TW,TRAW,L,RPT1,1.005
BSH,Prionace glauca,4-Sharks (major),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,MED,BIL95,MEDI,Longline,LL,LL,C,RPT1,44.381
BSH,Prionace glauca,4-Sharks (major),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,MED,BIL95,MEDI,Other surf.,GN,GILL,C,RPT1,1.752
SYC,Scyliorhinus canicula,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,212.212
SYT,Scyliorhinus stellaris,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,0.019
SDS,Mustelus asterias,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,1.244
SMD,Mustelus mustelus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,27.226
SHO,Galeus melastomus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,8.015
ALV,Alopias vulpinus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,3.127
ALV,Alopias vulpinus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,LL,LL,C,RPT1,3.715
ALV,Alopias vulpinus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,PS,PS,C,RPT1,0.523
CCP,Carcharhinus plumbeus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,PS,PS,C,RPT1,0.174
WSH,Carcharodon carcharias,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,LL,LL,C,RPT1,126.763
WSH,Carcharodon carcharias,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,50.547
SBL,Hexanchus griseus,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,1.091
SPZ,Sphyrna zygaena,5-Sharks (other),2007,2000,CP,EUROPEAN UNION,EU.Italy,EU.ITA,A+M,BIL95,MEDI,All gears,GN,GILL,C,RPT1,0.281
SMA,Isurus oxyrinchus,4-Sharks (major),2007,2000,CP,EUROPEAN UNION,EU.Cyprus,EU.CYP,MED,BIL95,MEDI,Longline,LL,LL,C,RPT1,1.458
SMA,Isurus oxyrinchus,4-Sharks (major),2007,2000,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATN,BIL94B,NE,Longline,LL,LL-surf,C,RPT1,19.125
